SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,class*
5.146,15,39.4,8,4.696,1.471,11.447,12,1.036,1.133,0,2,0,1.234,3,0,1,0,2.439,0,0,68.836,4.958,NRB
5.127,15,39.4,8,4.63,1.474,11.395,12,1.031,1.134,0,2,0,1.226,3,0,0,0,2.431,0,0,68.414,4.899,NRB
4.958,13,41.3,2,4.33,1.476,11.064,4,1.014,1.127,0,1,0,1.296,4,0,0,0,2.422,0,0,21.767,5.289,NRB
5.014,10,43.9,0,4.364,1.423,10.971,0,1.013,1.117,0,0,0,1.335,4,0,1,0,2.439,0,0,0,5.224,NRB
4.97,10,43.9,0,4.364,1.423,10.971,0,1.013,1.117,0,0,0,1.334,4,0,1,0,2.428,0,0,0,5.251,NRB
4.704,12,47.4,2,4.12,0.49,10.767,4,1.013,1.118,0,0,0,1.269,3,0,0,0,2.277,0,0,0,5.547,NRB
5.216,5,51.4,2,4.211,0.566,11.057,6,1.013,1.104,0,0,0,1.322,7,0,1,1,2.53,0,0,12.687,3.608,NRB
5.058,8,38.1,4,4.401,1.487,11.015,4,1.045,1.133,0,1,0,1.255,2,0,1,0,2.385,0,0,21.604,4.881,NRB
4.871,9,42.6,2,4.357,1.107,10.946,2,1.014,1.124,0,1,0,1.296,3,0,0,0,2.327,0,0,21.375,5.5,NRB
4.913,14,44.2,4,4.287,0.845,10.988,8,1.029,1.126,0,1,0,1.249,3,0,0,0,2.335,0,0,21.325,5.539,NRB
6.293,1,26.8,3,4.549,1.886,12.166,6,1.207,1.288,0,0,1,0.957,0,0,0,0,2.675,0,0,22.604,4.624,NRB
5.041,16,42.9,6,4.788,0.887,11.617,10,1.01,1.125,0,0,0,1.261,4,0,0,0,2.406,0,0,50.316,8.013,NRB
5.63,0,27.7,4,4.114,0.737,11.381,4,0.977,1.109,0,0,0,1.477,2,0,0,0,2.496,0,0,0,2.052,NRB
5.995,0,41.7,0,4.378,0.752,11.528,0,1.074,1.102,0,0,0,1.373,6,0,1,0,2.805,0,0,0,1.076,NRB
5.512,2,47.4,2,4.346,0.541,11.302,8,0.991,1.112,0,0,0,1.287,4,0,0,0,2.431,0,0,0,5.531,NRB
5.058,8,38.1,4,4.617,1.487,11.015,4,1.042,1.13,0,1,0,1.271,2,1,1,0,2.385,0,1,21.68,4.881,NRB
5.189,28,55.6,0,4.84,0,11.742,0,0.998,1.102,0,0,0,1.355,24,0,0,0,2.525,0,0,0,1.875,NRB
4.954,14,46.2,2,4.408,1.164,11.064,4,1.009,1.121,0,1,0,1.289,3,0,0,0,2.347,0,0,21.72,5.85,NRB
5.123,10,50,1,3.939,0.548,10.737,2,0.995,1.109,0,0,0,1.311,4,0,0,0,2.413,0,0,0,3.631,NRB
5.127,12,54.1,1,4.095,0.393,10.925,2,0.995,1.1,0,0,0,1.33,6,0,0,0,2.423,0,0,0,3.993,NRB
5.356,6,38.2,2,4.555,1.852,11.424,3,1.005,1.141,0,0,1,1.215,7,0,0,1,2.502,0,0,11.86,7.751,NRB
5.373,7,51.2,2,4.226,0.75,11.197,4,1.006,1.107,0,0,0,1.303,15,0,0,0,2.566,0,0,0,2.712,NRB
5.138,18,48,0,4.296,0.67,11.007,0,0.992,1.116,0,0,0,1.304,5,0,0,0,2.423,0,0,0,5.649,NRB
5.236,0,52.9,2,4.445,0.7,11.29,6,1.032,1.076,0,0,0,1.393,6,0,1,0,2.573,0,0,25.873,2.912,NRB
5.465,4,58.3,3,4.469,0.648,11.412,12,1.041,1.084,0,0,0,1.335,15,0,1,1,2.603,0,0,39.297,2.108,NRB
5.035,8,45.7,1,4.103,0.595,10.85,2,1.014,1.121,0,0,0,1.297,3,0,1,0,2.444,0,0,12.447,4.041,NRB
5.406,8,50,2,4.196,0.777,11.159,8,0.998,1.108,0,0,0,1.297,7,0,0,1,2.552,0,0,26.252,2.915,NRB
5.376,14,53.6,4,4.602,0.559,11.615,16,1.016,1.102,0,0,0,1.298,12,0,0,0,2.537,0,0,51.819,6.659,NRB
5.125,10,48.5,3,4.067,0.797,10.854,6,1.025,1.115,0,1,0,1.279,4,0,0,0,2.415,0,0,21.934,3.923,NRB
5.126,10,48.5,3,4.18,0.832,10.931,6,1.035,1.113,0,1,0,1.291,4,0,1,0,2.418,0,0,22.121,3.982,NRB
5.513,17,40.5,7,4.762,1.229,11.68,20,1.02,1.123,0,0,0,1.255,5,0,1,0,2.48,0,0,39.702,6.079,NRB
5.422,14,56.6,7,4.939,0.494,11.976,26,1.019,1.094,0,0,0,1.302,22,0,0,1,2.583,0,0,95.149,6.65,NRB
4.867,11,42.9,4,4.461,1.053,11.078,7,1.018,1.128,0,1,0,1.255,3,0,0,0,2.312,0,0,33.409,6.841,NRB
5.51,4,53.1,4,4.476,0.531,11.465,16,1.011,1.093,0,0,0,1.315,8,0,0,1,2.529,0,0,51.613,4.821,NRB
5.2,0,57.1,2,4.476,0.691,11.236,6,1.058,1.061,0,0,0,1.403,6,0,1,0,2.57,0,0,25.54,2.815,NRB
4.88,15,43.8,3,4.297,1.064,10.994,5,1.014,1.126,0,0,0,1.255,3,0,0,0,2.322,0,0,11.183,6.19,NRB
5.275,0,45.2,8,4.733,0,11.537,12,1.005,1.114,0,0,0,1.224,8,0,0,0,2.476,0,0,0,3.336,NRB
5.393,0,19.5,3,3.797,1.907,10.77,0,0.965,1.12,0,0,0,1.54,0,0,0,0,2.327,0.001,0,0,3.298,NRB
5.283,0,32,4,3.811,2.161,11.219,14,0.991,1.141,0,0,0,1.186,0,0,0,0,2.298,0,0,0,5.013,NRB
5.401,4,47.7,6,4.384,0.973,11.374,15,1.03,1.104,0,0,0,1.275,7,0,0,1,2.547,0,0,48.292,4.114,NRB
5.122,5,44.4,1,4.436,0.459,11.314,3,1,1.13,0,0,0,1.253,6,0,0,0,2.481,0,0,12.525,6.056,NRB
5.242,17,46.4,4,4.575,0.978,11.387,9,1.022,1.118,0,0,0,1.279,5,0,1,0,2.473,0,0,35.756,5.42,NRB
5.171,16,35.3,10,4.853,1.939,11.416,13,1.042,1.14,0,2,0,1.216,2,1,0,0,2.444,0,1,80.579,4.766,NRB
4.935,0,41.7,0,3.17,0.861,10.06,0,0.966,1.121,0,0,0,1.315,1,0,0,0,2.303,0.013,0,0,1.047,NRB
5.186,0,52.9,2,4.359,0.691,11.221,6,1.022,1.078,0,0,0,1.391,6,0,1,0,2.561,0,0,25.702,2.878,NRB
5.248,0,50,2,4.413,0.704,11.354,6,1.013,1.087,0,0,0,1.379,6,0,1,0,2.583,0,0,26.227,2.955,NRB
5.023,14,43.9,4,4.86,0.807,11.667,6,1.01,1.121,0,0,0,1.291,4,0,1,0,2.394,0,0,50.233,8.673,NRB
5.122,9,47.4,2,4.024,0.923,10.773,5,1.001,1.114,0,0,0,1.278,4,0,0,0,2.412,0,0,0,4.291,NRB
5.436,4,41.2,2,3.8,1.817,10.945,2,1.001,1.127,0,0,0,1.259,1,0,0,0,2.41,0,0,20.833,2.978,NRB
5.123,10,48.5,3,4.18,0.832,10.931,6,1.035,1.113,0,1,0,1.291,4,0,1,0,2.415,0,0,21.389,4.146,NRB
5.127,11,45.7,5,4.214,0.942,11.028,10,1.048,1.122,0,2,0,1.257,4,0,0,0,2.421,0,0,43.745,4.139,NRB
5.588,0,21.1,4,4.106,1.582,11.414,0,0.967,1.122,0,0,0,1.501,0,0,0,0,2.449,0,0,0,1.763,NRB
5.401,7,52.6,2,4.131,0.566,11.077,8,1.004,1.103,0,0,0,1.3,7,0,0,1,2.547,0,0,25.788,2.773,NRB
6.213,0,29.6,1,4.101,1.673,11.72,1,1.22,1.31,0,0,1,0.913,0,0,0,0,2.622,0,0,0,3.183,NRB
5.122,9,51.6,1,3.895,0.447,10.628,2,0.998,1.106,0,0,0,1.309,4,0,0,0,2.41,0,0,0,3.491,NRB
5.095,3,48.1,2,4.231,0.737,10.813,6,1.054,1.103,0,0,0,1.322,2,0,1,0,2.383,0,0,12.071,3.694,NRB
5.272,0,50,4,5.15,1.163,11.265,9,1.027,1.09,0,0,0,1.372,3,1,0,0,2.485,0,1,24.85,2.649,NRB
5.703,6,46.6,1,4.545,0.782,11.602,6,0.983,1.114,0,0,0,1.299,6,0,0,1,2.564,0,0,0,3.391,NRB
4.562,0,25,0,2.821,0.918,9.184,0,1.213,1.326,0,0,0,0.881,0,0,0,0,2,-0.31,0,0,1.521,NRB
6.293,1,27.3,3,4.57,1.941,12.173,6,1.19,1.278,0,0,1,0.963,0,0,0,0,2.676,0,0,23.066,4.736,NRB
5.818,0,54.1,5,5.299,0.681,11.744,18,1.085,1.072,0,0,0,1.38,9,1,1,0,2.707,0,1,13.215,1.775,NRB
5.229,3,57.1,2,4.612,0.596,11.289,6,1.023,1.077,0,0,0,1.379,9,1,1,0,2.57,0,1,25.809,3.02,NRB
5.401,6,53.8,2,4.363,0.528,11.255,8,1.011,1.085,0,0,0,1.361,9,0,0,0,2.55,0,0,26.116,3.399,NRB
5.054,9,40.4,4,4.445,1.834,11.044,5,1.035,1.13,0,1,0,1.262,2,0,1,0,2.374,0,0,32.613,5.583,NRB
5.702,6,47.1,1,4.521,0.759,11.552,6,0.984,1.113,0,0,0,1.301,6,0,0,1,2.558,0,0,0,3.348,NRB
5.562,0,20,6,4.273,0.691,11.63,0,0.976,1.118,0,0,0,1.504,1,0,0,0,2.449,0,0,0,1.359,NRB
5.562,0,20,5,4.093,0.716,11.448,0,0.976,1.118,0,0,0,1.498,1,0,0,0,2.449,0,0,0,1.192,NRB
5.155,3,42.4,0,4.211,0.993,11.121,0,0.978,1.124,0,0,0,1.29,3,0,0,0,2.43,0,0,0,2.561,NRB
5.079,14,39.6,3,4.584,1.383,11.102,5,1.021,1.133,0,1,0,1.274,2,1,0,0,2.4,0,1,33.55,4.456,NRB
5.123,10,48.6,1,3.98,0.61,10.824,2,0.992,1.111,0,0,0,1.313,4,0,0,0,2.414,0,0,0,3.8,NRB
5.054,8,39.5,3,4.248,1.372,10.892,4,1.035,1.132,0,1,0,1.261,2,0,1,0,2.373,0,0,21.488,4.768,NRB
4.698,12,48.6,1,4.074,0.393,10.675,2,1.004,1.116,0,0,0,1.286,3,0,0,0,2.272,0,0,0,5.347,NRB
5.14,18,51.2,1,4.244,0.352,10.969,2,1.001,1.109,0,0,0,1.306,5,0,0,0,2.428,0,0,0,4.536,NRB
5.495,0,40.7,1,4.071,1.082,11.457,4,0.972,1.123,0,0,0,1.284,2,0,0,0,2.488,0,0,0,3.069,NRB
4.834,13,47.5,1,4.111,0.49,10.779,3,1.001,1.117,0,0,0,1.288,3,0,0,0,2.296,0,0,0,5.486,NRB
4.732,0,50,0,4.554,0.881,9.803,0,1.028,1.064,0,0,0,1.542,1,1,0,0,2.236,-0.024,1,0,0.95,NRB
5.268,0,40,2,3.962,1.197,10.51,4,1.068,1.114,0,0,0,1.296,1,0,1,0,2.439,0.001,0,0,1.098,NRB
5.1,0,54.5,0,4.281,0.76,10.787,0,1.062,1.079,0,0,0,1.398,2,0,1,0,2.414,0,0,0,2.525,NRB
5.123,10,48.6,2,3.987,0.741,10.766,4,1.005,1.112,0,0,0,1.286,4,0,0,0,2.414,0,0,0,3.785,NRB
5.727,0,48.7,5,5.17,0.68,11.583,16,1.047,1.083,0,0,0,1.374,5,1,0,0,2.652,0,1,25.842,2.157,NRB
5.727,0,46.7,5,4.844,0.68,11.583,18,1.025,1.097,0,0,0,1.329,5,1,0,0,2.652,0,1,25.889,2.157,NRB
5.525,7,36.8,4,3.939,1.067,11.292,8,1.015,1.136,0,2,0,1.24,3,0,0,0,2.615,0,0,45.18,1.396,NRB
5.761,0,45.1,5,4.358,0.68,11.583,18,1.008,1.109,0,0,0,1.286,5,0,0,0,2.663,0,0,26.041,2.067,NRB
5.137,5,51.4,2,4.211,0.566,11.047,6,1.013,1.104,0,0,0,1.321,7,0,1,1,2.511,0,0,12.507,3.781,NRB
5.236,0,46.2,0,4.029,0.799,10.434,0,1.104,1.068,0,0,0,1.44,1,0,1,0,2.414,0.004,0,0,0.873,NRB
5.099,3,50,2,4.108,0.65,10.904,6,1.007,1.105,0,0,0,1.315,4,0,1,0,2.418,0,0,12.428,3.744,NRB
5.46,5,34.3,5,3.89,1.207,11.002,11,1.029,1.141,0,2,0,1.212,1,0,0,0,2.493,0,0,44.352,1.528,NRB
5.356,5,40.4,0,4.29,0.744,11.272,0,1.01,1.143,0,0,1,1.23,7,0,0,1,2.502,0,0,0,4.17,NRB
5.554,14,60.9,2,4.465,0.406,11.623,8,1.003,1.085,0,0,0,1.351,96,0,0,2,2.677,0,0,26.731,1.664,NRB
5.807,0,34.5,2,3.896,1.544,11.474,5,0.975,1.136,0,0,0,1.22,3,0,0,0,2.586,0,0,0,2.926,NRB
4.7,16,34.4,0,4.507,0.591,11.007,0,1.006,1.147,0,0,0,1.238,2,0,1,0,2.241,0,0,0,10.882,NRB
5.237,4,40.8,0,4.224,0.477,11.003,0,0.988,1.121,0,0,0,1.304,7,0,1,1,2.485,0,0,0,4.207,NRB
5.236,0,33.3,0,4.006,0.799,10.434,0,1.069,1.12,0,0,0,1.347,1,0,1,0,2.414,0.004,0,0,0.873,NRB
5.562,0,20,4,3.874,0.75,11.225,0,0.976,1.118,0,0,0,1.505,1,0,0,0,2.449,0,0,0,1.048,NRB
5.772,0,46.7,5,5.195,0.686,11.678,16,1.035,1.09,0,0,0,1.367,5,1,0,0,2.671,0,1,26.287,2.189,NRB
6.03,0,37,3,4.33,0.828,11.994,10,0.978,1.131,0,0,0,1.237,15,0,0,0,2.711,0,0,12.794,2.275,NRB
5.465,9,45.8,5,4.407,0.817,11.452,16,1.021,1.11,0,0,0,1.281,7,0,0,0,2.569,0,0,52.188,3.432,NRB
5.122,15,51.2,1,4.244,0.352,10.969,2,1.001,1.109,0,0,0,1.306,5,0,0,0,2.411,0,0,0,5.624,NRB
5.093,3,48.1,2,4.793,0.73,10.713,6,1.032,1.093,0,0,0,1.381,2,1,0,0,2.378,0,1,12.1,3.574,NRB
5.109,4,46.3,4,4.221,0.942,11.032,10,1.02,1.112,0,0,0,1.272,4,0,1,0,2.426,0,0,12.612,4.029,NRB
5.098,3,50,2,4.108,0.65,10.904,6,1.007,1.105,0,0,0,1.315,4,0,1,0,2.417,0,0,12.412,3.766,NRB
5.406,0,40,2,4.144,1.006,11.361,8,0.982,1.119,0,0,0,1.3,2,0,0,0,2.446,0,0,0,3.797,NRB
5.164,0,50,0,4.133,0.946,10.629,0,1.017,1.096,0,0,0,1.367,2,0,1,0,2.396,0,0,0,2.485,NRB
4.969,10,41.9,4,4.726,1.375,11.397,6,0.999,1.127,0,0,0,1.272,2,0,0,0,2.348,0,0,24.485,12.185,NRB
5.402,8,50,3,4.204,0.777,11.167,10,1.009,1.108,0,0,0,1.281,7,0,0,1,2.548,0,0,26.01,3.125,NRB
5.014,11,43.9,0,4.768,1.625,10.896,0,1.008,1.112,0,0,0,1.373,4,1,0,0,2.438,0,1,0,5.876,NRB
5.092,12,41.9,10,4.716,1.022,11.566,20,1.05,1.129,0,4,0,1.231,4,0,0,2,2.433,0,0,90.179,6.017,NRB
5.142,14,40.9,7,4.594,1.483,11.38,13,1.023,1.129,0,1,0,1.236,3,0,0,0,2.416,0,0,58.116,4.086,NRB
4.928,9,43.1,3,4.383,0.812,11.028,6,1.013,1.124,0,1,0,1.267,3,0,1,0,2.334,0,0,21.549,6.366,NRB
5.009,0,52.2,1,5.112,0.745,10.692,4,1.039,1.065,0,0,0,1.488,2,1,0,0,2.37,0,1,0,3.099,NRB
4.97,11,42.6,2,4.485,1.703,11.078,1,1.023,1.12,0,0,0,1.31,4,0,1,0,2.428,0,0,10.966,5.718,NRB
6.253,1,26.3,3,4.378,1.87,11.929,6,1.172,1.264,0,0,1,0.976,0,0,0,0,2.651,0,0,22.874,3.964,NRB
5.489,0,36.5,3,3.933,1.933,11.152,7,0.985,1.132,0,0,0,1.232,1,0,0,0,2.466,0,0,11.575,3.38,NRB
5.063,0,52.2,1,4.937,0.732,10.592,4,1.029,1.072,0,0,0,1.461,2,1,0,0,2.364,0,1,0,3.063,NRB
5.667,0,48.8,2,4.16,0.865,11.077,4,0.996,1.105,0,0,0,1.296,3,0,1,0,2.501,0,0,0,2.446,NRB
4.97,10,44.7,0,4.338,1.352,10.948,0,1.017,1.115,0,0,0,1.343,4,0,1,0,2.428,0,0,0,5.193,NRB
5.625,0,32.6,4,4.387,0.672,11.705,10,0.982,1.142,0,0,0,1.207,2,0,0,0,2.473,0,0,24.794,10.366,NRB
5.382,0,42.6,1,3.914,1.061,11.174,3,0.975,1.119,0,0,0,1.288,2,0,0,0,2.422,0,0,0,3.24,NRB
5.146,14,41,6,4.802,1.239,11.385,11,1.029,1.128,0,2,0,1.264,3,1,0,0,2.438,0,1,57.392,4.874,NRB
5.39,14,54.5,5,4.641,0.551,11.712,20,1.024,1.101,0,0,0,1.299,13,0,0,0,2.561,0,0,52.471,4.905,NRB
5.387,22,54.3,6,4.89,0.48,11.931,24,1.025,1.102,0,0,0,1.303,15,0,0,0,2.551,0,0,52.753,7.43,NRB
5.134,11,36.7,5,4.617,1.376,11.165,9,1.034,1.138,0,2,0,1.246,2,1,0,0,2.415,0,1,56.246,4.488,NRB
5.512,0,35.8,10,4.841,0.762,12.034,36,0.998,1.128,0,0,0,1.233,6,0,0,0,2.436,0,0,0,7.977,NRB
4.969,5,43.5,1,4.319,1.187,11.056,2,0.984,1.121,0,0,0,1.284,3,0,0,0,2.35,0,0,0,6.456,NRB
5.015,5,43.5,1,4.319,1.187,11.065,3,0.984,1.121,0,0,0,1.285,3,0,0,0,2.361,0,0,0,6.15,NRB
5.421,4,50,5,4.248,0.803,11.224,17,1.022,1.106,0,0,0,1.262,7,0,0,0,2.558,0,0,25.644,3.388,NRB
5.079,14,39.6,3,4.894,1.383,11.102,5,1.018,1.13,0,1,0,1.316,2,0,0,0,2.4,0,0,33.591,4.456,NRB
5.054,8,41.5,2,4.74,1.571,10.933,4,1.023,1.124,0,1,0,1.313,2,1,0,0,2.374,0,1,21.723,5.102,NRB
5.054,10,38.5,6,4.858,1.883,11.116,6,1.034,1.128,0,1,0,1.265,2,1,0,0,2.375,0,1,43.927,5.664,NRB
5.097,18,40,3,4.396,1.585,11.149,5,1.014,1.135,0,1,0,1.259,2,0,0,0,2.409,0,0,33.815,4.64,NRB
5.564,6,60.7,2,4.626,0.48,11.82,8,0.999,1.085,0,0,0,1.351,124,0,0,0,2.682,0,0,27.226,2.175,NRB
5.373,3,42.6,5,4.368,1.142,11.24,13,1.026,1.119,0,0,0,1.263,2,0,1,0,2.389,0,0,36.516,4.098,NRB
5.245,21,45.3,7,4.823,0.877,11.671,17,1.023,1.118,0,0,0,1.26,6,0,1,0,2.477,0,0,37.884,7.019,NRB
4.972,8,42.9,2,4.475,1.456,11.077,3,1.008,1.123,0,0,0,1.293,2,0,1,0,2.352,0,0,12.112,6.291,NRB
5.054,8,38.5,6,4.693,1.883,11.128,10,1.036,1.13,0,1,0,1.246,2,1,1,0,2.375,0,1,44.822,5.613,NRB
5.195,22,39.7,5,4.613,1.142,11.288,7,1.019,1.135,0,1,0,1.239,3,0,0,0,2.436,0,0,22.085,7.054,NRB
5.509,13,37.5,5,4.451,1.157,11.469,8,1.023,1.136,0,2,0,1.243,4,0,1,0,2.521,0,0,44.833,4.623,NRB
4.994,10,34,1,4.281,1.619,10.875,1,0.999,1.136,0,0,0,1.282,2,0,0,0,2.371,0,0,11.627,4.313,NRB
5.326,17,39.6,6,4.879,0.666,11.575,10,1.01,1.127,0,0,0,1.256,4,0,1,0,2.437,0,0,23.869,7.131,NRB
5.51,6,44.1,1,4.338,1.219,11.329,2,0.989,1.122,0,0,0,1.297,4,0,0,0,2.523,0,0,12.544,4.717,NRB
5.504,7,43.9,2,4.344,1.193,11.281,3,0.996,1.122,0,0,0,1.283,4,0,0,0,2.508,0,0,12.106,5.416,NRB
5.195,22,39.7,5,4.613,1.142,11.288,7,1.019,1.135,0,1,0,1.239,3,0,0,0,2.436,0,0,22.022,7.439,NRB
5.424,21,46.4,2,4.732,0.876,11.463,8,1.01,1.117,0,0,0,1.297,8,1,0,1,2.562,0,1,26.814,4.045,NRB
5.436,23,45.9,3,4.549,0.964,11.521,10,1.009,1.121,0,0,0,1.275,8,0,0,1,2.57,0,0,39.496,3.971,NRB
4.953,0,50,2,4.037,0.732,10.578,6,1.043,1.097,0,0,0,1.322,2,0,1,0,2.346,0,0,0,3.061,NRB
5.711,10,45.2,6,4.819,0.598,11.792,18,1.009,1.119,0,0,0,1.265,8,0,0,1,2.537,0,0,12.841,6.404,NRB
5.67,5,33.3,2,4.066,0.638,11.479,7,0.979,1.141,0,0,0,1.212,3,0,0,0,2.595,0,0,13.211,2.662,NRB
5.711,5,45.1,7,4.767,0.656,11.722,21,1.009,1.117,0,0,0,1.254,6,0,0,0,2.533,0,0,25.555,6.292,NRB
4.999,11,36.2,5,4.425,2.042,11.085,7,1.02,1.139,0,1,0,1.219,2,0,1,0,2.376,0,0,33.954,4.854,NRB
6.272,1,25.8,2,4.374,1.679,12.007,4,1.241,1.312,0,0,1,0.941,0,0,0,0,2.66,0,0,21.224,3.774,NRB
6.247,1,25,2,4.262,1.585,11.87,4,1.235,1.306,0,0,1,0.946,0,0,0,0,2.643,0,0,21.118,3.384,NRB
6.212,1,24,2,4.135,1.568,11.712,4,1.226,1.299,0,0,1,0.952,0,0,0,0,2.621,0,0,20.981,2.997,NRB
4.971,11,40,4,4.387,1.834,11.044,5,1.024,1.132,0,1,0,1.257,2,0,1,0,2.36,0,0,32.554,5.366,NRB
6.221,1,25.7,3,4.266,1.87,11.781,6,1.161,1.255,0,0,1,0.985,0,0,0,0,2.632,0,0,22.738,3.586,NRB
6.276,1,26.8,3,4.479,1.939,12.059,6,1.182,1.271,0,0,1,0.969,0,0,0,0,2.665,0,0,22.981,4.348,NRB
6.253,1,25.7,3,4.352,1.811,11.921,6,1.19,1.275,0,0,1,0.968,0,0,0,0,2.65,0,0,22.412,3.866,NRB
6.276,1,26.3,3,4.456,1.883,12.051,6,1.199,1.282,0,0,1,0.962,0,0,0,0,2.664,0,0,22.519,4.241,NRB
5.144,12,38.2,6,4.74,1.696,11.283,11,1.038,1.136,0,2,0,1.254,2,1,0,0,2.435,0,1,56.922,4.61,NRB
6.272,1,26.5,2,4.399,1.77,12.012,4,1.216,1.297,0,0,1,0.954,0,0,0,0,2.66,0,0,21.687,3.939,NRB
5.777,4,43,5,4.619,1.368,11.717,17,0.997,1.12,0,0,0,1.263,7,0,0,1,2.678,0,0,26.614,2.563,NRB
5.776,4,43,5,4.619,1.368,11.717,17,0.997,1.12,0,0,0,1.263,7,0,0,1,2.677,0,0,26.41,2.575,NRB
5.505,18,42.9,5,4.618,1.387,11.469,11,1.017,1.121,0,0,0,1.27,5,0,0,0,2.474,0,0,36.847,6.694,NRB
5.489,4,36.4,8,4.768,0.935,11.945,16,0.995,1.134,0,0,0,1.219,2,0,0,0,2.466,0,0,49.078,13.145,NRB
5.155,14,40.8,5,4.65,1.584,11.175,9,1.032,1.128,0,2,0,1.268,4,1,0,0,2.44,0,1,44.822,4.864,NRB
5.759,5,40.7,2,4.438,1.122,11.591,4,0.978,1.124,0,0,0,1.268,7,0,0,0,2.588,0,0,24.735,4.78,NRB
