SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,class*
5.077,16,39.3,4,4.646,1.844,11.137,5,1.016,1.131,0,1,0,1.269,2,1,0,0,2.394,0,1,33.067,5.46,NRB
5.096,20,40.4,4,4.424,1.857,11.156,5,1.015,1.133,0,1,0,1.256,2,0,0,0,2.404,0,0,33.127,5.491,NRB
5.054,10,45,4,4.449,0.904,11.118,8,1.05,1.122,0,2,0,1.278,3,0,1,1,2.373,0,0,42.968,5.875,NRB
5.179,14,38.6,2,4.4,1.575,11.237,2,1.003,1.131,0,0,0,1.281,2,0,0,0,2.403,0,0,23.83,4.339,NRB
5.058,12,36.8,8,4.573,2.045,11.22,12,1.044,1.135,0,1,0,1.216,2,0,1,0,2.385,0,0,44.322,5.624,NRB
4.942,1,46.7,0,3.78,1.125,10.363,0,0.987,1.112,0,0,0,1.317,2,0,1,0,2.347,0,0,0,2.491,NRB
4.965,1,46.7,0,3.78,1.125,10.38,0,0.987,1.112,0,0,0,1.316,2,0,1,0,2.35,0,0,0,2.527,NRB
5.359,22,42.9,4,4.535,1.543,11.401,8,1.012,1.127,0,0,0,1.258,7,0,0,0,2.528,0,0,26.366,4.801,NRB
5.195,28,37,6,4.781,1.61,11.504,8,1.031,1.14,0,1,0,1.238,3,0,1,0,2.442,0,0,22.143,6.341,NRB
5.359,15,52.1,3,4.613,0.583,11.577,11,1.032,1.106,1,0,0,1.307,12,0,1,0,2.553,0,0,39.253,4.861,NRB
5.03,10,41.1,5,4.581,0.993,11.24,8,1.031,1.128,0,1,0,1.254,3,0,1,0,2.387,0,0,33.433,6.141,NRB
5.079,14,38.9,3,4.624,1.575,11.129,5,1.014,1.133,0,1,0,1.273,2,1,0,0,2.401,0,1,33.749,4.611,NRB
5.044,12,42.2,0,4.42,1.257,10.907,0,0.991,1.124,0,0,0,1.316,2,1,0,0,2.376,0,1,0,4.406,NRB
5.178,11,38,2,4.587,1.361,11.194,2,1.008,1.128,0,0,0,1.297,2,1,0,0,2.397,0,1,23.584,4.16,NRB
5.179,11,37.5,2,4.627,1.555,11.22,2,1.003,1.129,0,0,0,1.296,2,1,0,0,2.398,0,1,23.808,4.243,NRB
5.243,15,46.9,6,4.507,0.832,11.335,14,1.039,1.119,0,2,0,1.264,5,0,0,0,2.473,0,0,57.515,4.86,NRB
5.194,23,39.1,2,4.58,1.707,11.215,2,1.006,1.135,0,0,0,1.259,3,0,1,0,2.435,0,0,0,5.735,NRB
5.145,6,53.3,2,4.938,0.691,11.221,6,1.047,1.085,0,0,0,1.392,6,1,1,0,2.559,0,1,25.464,2.876,NRB
5.311,11,29.3,8,4.698,3.739,11.171,19,1.003,1.144,0,0,0,1.213,0,0,0,0,2.26,0,0,57.953,11.144,NRB
5.287,14,43.6,5,4.549,1.247,11.373,15,1.028,1.124,0,1,0,1.266,3,0,1,0,2.465,0,0,48.612,5.247,NRB
5.017,16,43.8,3,4.255,0.845,11.005,6,1.01,1.124,0,0,0,1.254,3,0,0,0,2.376,0,0,0,5.044,NRB
5.244,15,46.3,5,4.479,0.946,11.3,12,1.021,1.118,0,1,0,1.267,5,0,0,0,2.474,0,0,35.706,4.924,NRB
4.659,1,46.7,0,3.776,0.5,10.219,0,0.987,1.112,0,0,0,1.318,2,0,1,0,2.228,0,0,0,4.24,NRB
5.419,0,21.6,2,3.613,1.547,10.88,0,0.962,1.124,0,0,0,1.494,0,0,0,0,2.327,0.003,0,0,2.848,NRB
5.035,9,43.9,1,4.058,0.636,10.928,2,0.998,1.125,0,0,0,1.29,3,0,0,0,2.445,0,0,12.534,4.22,NRB
5.262,0,29.3,0,4.413,2.217,10.2,0,0.969,1.142,0,0,0,1.358,0,0,0,0,2.25,-0.002,0,0,2.369,NRB
5.363,0,34.5,3,4.656,2.415,10.811,10,0.981,1.126,0,0,0,1.33,1,0,0,0,2.374,0,0,12.641,3.349,NRB
4.496,0,30,0,4.373,2.237,9.519,0,0.957,1.131,0,0,0,1.421,0,0,0,0,2.101,0.003,0,0,2.551,NRB
5.136,0,52.9,0,5.331,0,10.547,0,0.97,1.081,0,0,0,1.485,3,0,0,0,2.394,0,0,0,1.935,NRB
5.351,0,31.4,4,4.608,2.416,10.608,7,0.988,1.132,0,0,0,1.304,0,0,0,0,2.329,0,0,22.441,3.415,NRB
5.262,0,29.3,0,4.458,2.217,10.2,0,0.964,1.132,0,0,0,1.41,0,0,1,0,2.25,-0.002,0,0,2.369,NRB
5.665,0,51.4,0,4.64,0.432,10.89,0,0.983,1.095,0,0,0,1.44,3,0,0,0,2.49,0,0,0,1.839,NRB
5.509,0,29.6,1,5.083,2.383,10.95,6,0.961,1.132,0,0,0,1.397,0,0,0,0,2.414,0,0,0,3.022,NRB
5.362,0,31,4,5.274,2.922,11.309,12,0.971,1.134,0,0,0,1.322,0,0,0,0,2.369,0,0,27.83,5.33,NRB
4.772,0,32.3,0,4.568,2.978,10.831,0,1.002,1.133,0,0,0,1.288,0,0,1,0,2.213,0,0,0,7.849,NRB
5.303,0,22.2,1,3.231,1.224,10.445,0,0.957,1.126,0,0,0,1.492,0,0,0,0,2.236,0.034,0,0,2.129,NRB
4.926,0,31.6,0,4.292,2.458,10.51,0,1.02,1.132,0,0,0,1.296,0,0,1,0,2.254,0,0,0,4.839,NRB
6.342,0,31.6,1,4.976,2.028,12.713,1,1.264,1.339,0,0,1,0.908,0,0,0,0,2.709,0,0,0,7.102,NRB
3,0,0,2,2.466,0.918,6.594,0,1.128,1.139,0,0,0,1.25,0,0,0,0,1.414,1.049,0,8.458,1.333,NRB
5.011,2,30.8,1,3.825,2.868,10.404,1,0.969,1.145,0,0,0,1.191,0,0,0,0,2.277,0,0,0,6.168,NRB
3.732,0,30,0,2.511,1.585,8.16,0,0.959,1.145,0,0,0,1.196,0,0,0,0,1.802,-0.181,0,0,2.488,NRB
3.991,0,32.7,0,4.228,4.087,10.288,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.992,0,0,0,13.789,RB
3.981,0,32.4,0,3.838,3.567,9.863,0,0.961,1.14,0,0,0,1.21,0,0,0,0,1.983,0,0,0,9.336,RB
3.978,0,32.3,0,3.747,3.44,9.762,0,0.961,1.141,0,0,0,1.21,0,0,0,0,1.98,0,0,0,8.527,RB
3.98,0,32.4,0,3.794,3.459,9.814,0,0.961,1.14,0,0,0,1.21,0,0,0,0,1.981,0,0,0,8.931,RB
3.994,0,32.8,0,4.391,4.322,10.461,0,0.961,1.14,0,0,0,1.214,0,0,0,0,1.994,0,0,0,16.22,RB
3.97,0,32.1,0,3.594,3.17,9.588,0,0.961,1.141,0,0,0,1.209,0,0,0,0,1.973,0,0,0,7.314,RB
3.985,0,32.5,0,3.96,3.7,9.998,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.986,0,0,0,10.55,RB
3.973,0,32.2,0,3.648,3.301,9.649,0,0.961,1.141,0,0,0,1.209,0,0,0,0,1.975,0,0,0,7.718,RB
3.993,0,32.8,0,4.339,4.248,10.406,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.994,0,0,0,15.41,RB
3.993,0,32.7,0,4.312,4.236,10.378,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.993,0,0,0,15.005,RB
3.942,0,31.7,0,3.271,2.777,9.207,0,0.96,1.142,0,0,0,1.205,0,0,0,0,1.95,0.003,0,0,5.294,RB
3.966,0,32.1,0,3.537,3.146,9.522,0,0.96,1.141,0,0,0,1.207,0,0,0,0,1.97,0,0,0,6.909,RB
3.992,0,32.7,0,4.257,4.158,10.319,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.992,0,0,0,14.194,RB
3.992,0,32.7,0,4.285,4.17,10.349,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.993,0,0,0,14.6,RB
3.95,0,31.8,0,3.345,2.807,9.296,0,0.96,1.142,0,0,0,1.205,0,0,0,0,1.956,-0.002,0,0,5.698,RB
3.984,0,32.5,0,3.921,3.684,9.955,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.985,0,0,0,10.145,RB
3.987,0,32.6,0,4.034,3.807,10.078,0,0.961,1.14,0,0,0,1.212,0,0,0,0,1.988,0,0,0,11.36,RB
3.989,0,32.6,0,4.103,3.907,10.153,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.99,0,0,0,12.17,RB
3.983,0,32.4,0,3.88,3.585,9.91,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.984,0,0,0,9.741,RB
3.848,0,30.8,0,2.792,2,8.584,0,0.96,1.144,0,0,0,1.194,0,0,0,0,1.879,-0.062,0,0,3.284,RB
3.995,0,32.8,0,4.486,4.459,10.561,0,0.961,1.139,0,0,0,1.214,0,0,0,0,1.995,0,0,0,17.84,RB
3.99,0,32.7,0,4.167,4,10.223,0,0.961,1.14,0,0,0,1.212,0,0,0,0,1.991,0,0,0,12.98,RB
3.902,0,31.3,0,3.012,2.322,8.881,0,0.96,1.143,0,0,0,1.202,0,0,0,0,1.919,-0.02,0,0,4.086,RB
3.932,0,31.6,0,3.192,2.585,9.11,0,0.96,1.142,0,0,0,1.206,0,0,0,0,1.942,-0.006,0,0,4.891,RB
3.879,0,33.3,0,2.948,2.281,8.743,0,0.961,1.138,0,0,0,1.236,0,0,0,0,1.902,0.038,0,0,3.685,NRB
3.942,0,31.6,0,3.44,2.777,9.207,0,0.969,1.141,0,0,0,1.22,0,0,1,0,1.95,0.003,0,0,5.294,RB
3.966,0,31.4,1,3.553,3.146,9.522,2,0.968,1.143,0,0,0,1.188,0,0,0,0,1.97,0,0,0,6.909,RB
3.984,0,32,1,3.932,3.684,9.955,2,0.966,1.141,0,0,0,1.198,0,0,0,0,1.985,0,0,0,10.145,RB
3.978,0,31.7,1,3.76,3.44,9.762,2,0.966,1.142,0,0,0,1.196,0,0,0,0,1.98,0,0,0,8.527,RB
4.444,0,34.8,1,3.02,1.891,9.202,2,0.979,1.135,0,0,0,1.224,0,0,0,0,2.042,0.042,0,10.174,2.602,RB
3.848,0,29.2,1,2.826,2,8.584,1,0.975,1.147,0,0,0,1.153,0,0,0,0,1.879,-0.068,0,0,3.284,RB
3.414,0,28.6,0,2.118,1,7.408,0,0.958,1.148,0,0,0,1.177,0,0,0,0,1.618,-0.454,0,0,1.707,RB
3.95,0,31,1,3.364,2.807,9.296,1,0.969,1.143,0,0,0,1.18,0,0,0,0,1.956,-0.002,0,0,5.698,RB
3.97,0,31.5,1,3.609,3.17,9.588,1,0.967,1.142,0,0,0,1.189,0,0,0,0,1.973,0,0,0,7.314,RB
3.956,0,31.1,1,3.431,2.974,9.377,1,0.968,1.143,0,0,0,1.183,0,0,0,0,1.962,0.001,0,0,6.102,RB
3.962,0,31.3,1,3.494,3,9.452,1,0.968,1.143,0,0,0,1.184,0,0,0,0,1.966,-0.001,0,0,6.505,RB
3.932,0,30.6,1,3.215,2.585,9.11,1,0.97,1.144,0,0,0,1.175,0,0,0,0,1.942,-0.006,0,0,4.891,RB
3.973,0,31.6,1,3.662,3.301,9.649,1,0.967,1.142,0,0,0,1.189,0,0,0,0,1.975,0,0,0,7.718,RB
3.942,0,30.8,1,3.292,2.777,9.207,1,0.97,1.144,0,0,0,1.175,0,0,0,0,1.95,0.003,0,0,5.294,RB
3.919,0,30.3,1,3.131,2.55,9.002,1,0.971,1.145,0,0,0,1.17,0,0,0,0,1.932,0.012,0,0,4.489,RB
3.902,0,30,1,3.039,2.322,8.881,1,0.972,1.145,0,0,0,1.162,0,0,0,0,1.919,-0.021,0,0,4.086,RB
3.618,0,28.6,0,2.718,1.522,7.853,0,0.982,1.144,0,0,0,1.211,0,0,1,0,1.732,0.324,0,0,2.094,NRB
3.973,1,32.1,0,3.673,3.301,9.649,0,0.964,1.142,0,0,0,1.208,0,0,0,0,1.975,0,0,0,7.718,NRB
4.861,0,55.6,0,3.258,0,9.863,0,0.974,1.092,0,0,0,1.362,3,0,0,0,2.303,-0.007,0,0,1.047,NRB
5.142,0,58.3,0,3.606,0,10.417,0,0.976,1.087,0,0,0,1.373,6,0,0,0,2.435,0,0,0,1.322,RB
4.963,0,48.1,0,3.476,0.985,10.277,0,0.97,1.108,0,0,0,1.336,3,0,0,0,2.359,0.001,0,0,1.762,NRB
4.881,0,52,0,3.482,0.569,10.136,0,0.972,1.1,0,0,0,1.337,2,0,0,0,2.305,0.001,0,0,2.2,NRB
4.562,0,25,0,3.464,0.918,9.184,0,1.118,1.128,0,0,0,1.335,0,0,0,0,2,-0.242,0,0,1.521,NRB
5.31,0,46.7,0,3.642,1.185,10.25,0,1.034,1.1,0,0,1,1.354,1,0,1,0,2.288,0.014,0,0,1.726,RB
4.814,0,27.3,0,3.712,1.299,9.643,0,1.105,1.126,0,0,0,1.352,0,0,1,0,2.136,-0.082,0,0,1.866,NRB
4.562,0,26.7,1,2.653,0.918,9.184,2,0.998,1.158,0,0,0,1.176,0,0,0,0,2,-0.235,0,10.069,1.521,RB
3.414,0,42.9,0,2.376,1,7.408,0,0.998,1.131,0,0,0,1.329,0,0,0,0,1.618,-0.657,0,0,1.707,RB
5.382,0,30,6,3.834,1.197,10.84,12,1.088,1.117,0,0,0,1.216,1,0,0,0,2.381,0.001,0,42.365,2.219,NRB
5.323,0,36.8,5,3.661,1.23,10.549,10,1.072,1.116,0,0,0,1.206,1,0,0,0,2.345,-0.002,0,31.544,2.11,NRB
5.313,0,37.5,3,3.63,1.16,10.388,6,1.065,1.109,0,0,0,1.275,1,0,1,0,2.311,-0.008,0,20.913,1.833,RB
5.433,0,40,3,3.993,1.157,11.048,6,0.997,1.118,0,0,0,1.285,3,0,0,0,2.494,0,0,23.129,1.763,NRB
5.318,1,33.3,3,3.501,1.16,10.388,6,1.045,1.127,0,0,0,1.23,1,0,0,0,2.318,-0.008,0,20.97,1.782,NRB
5.313,1,33.3,3,3.501,1.16,10.388,6,1.045,1.127,0,0,0,1.23,1,0,0,0,2.311,-0.008,0,20.918,1.833,NRB
5.332,0,35.8,7,4.481,2.47,11.31,16,1.007,1.125,0,0,0,1.236,2,0,0,0,2.393,0,0,45.704,6.897,NRB
5.431,3,41.7,3,3.784,1.029,10.764,6,1.029,1.113,0,0,0,1.273,3,0,0,0,2.457,0,0,22.198,1.681,NRB
5.313,1,34.8,4,3.704,1.475,10.558,7,1.044,1.127,0,0,0,1.229,1,0,0,0,2.327,0.001,0,31.885,2.668,NRB
4.732,0,40,2,3.305,1.187,9.642,4,1.025,1.106,0,0,0,1.278,1,0,0,0,2.194,-0.026,0,10.312,1.659,NRB
5.33,0,41.2,3,3.907,1.529,10.805,6,1.004,1.114,0,0,0,1.285,3,0,0,0,2.414,0,0,22.178,2.758,NRB
5.323,1,33.3,5,3.687,1.23,10.549,10,1.088,1.128,0,1,0,1.21,1,0,0,0,2.345,-0.003,0,41.5,2.11,NRB
5.315,1,33.3,5,3.687,1.23,10.548,10,1.088,1.128,0,1,0,1.21,1,0,0,0,2.334,-0.003,0,41.31,2.215,NRB
5.313,0,38.9,2,3.615,1.16,10.388,4,1.033,1.108,0,0,0,1.321,1,0,1,0,2.311,-0.008,0,21.419,1.833,RB
5.423,2,35.3,6,4.386,1.016,11.356,12,1.07,1.119,0,0,0,1.262,2,0,1,0,2.477,0,0,45.487,3.03,NRB
5.097,0,23.1,3,3.111,1.379,9.823,3,1.055,1.138,0,0,0,1.199,0,0,0,0,2.101,0.153,0,19.431,1.934,NRB
5.137,0,38.9,2,3.611,1.455,10.236,2,1.033,1.108,0,0,0,1.318,1,0,1,0,2.236,-0.008,0,21.132,2.425,RB
4.17,0,30.8,1,2.466,0.971,8.597,1,0.989,1.144,0,0,0,1.172,0,0,0,0,1.848,0.376,0,0,1.542,RB
3.414,0,40,0,2.27,1,7.408,0,0.965,1.125,0,0,0,1.316,0,0,0,0,1.618,-0.578,0,0,1.707,NRB
4.543,0,42.9,2,3.307,0,9.765,3,1.003,1.119,0,0,0,1.21,2,0,0,0,2.266,0.004,0,0,2.905,NRB
4.233,0,33.3,2,2.946,2.25,9.096,2,1.004,1.139,0,0,0,1.136,1,0,0,0,2.235,0.044,0,0,2.999,NRB
3.618,0,30.8,1,2.447,0,8.412,0,0.989,1.144,0,0,0,1.187,1,0,0,0,2,-0.204,0,0,0.579,RB
5.262,0,29.4,2,2.812,0.863,10.026,6,1.004,1.147,0,0,0,1.158,0,0,0,0,2.175,0.138,0,10.021,1.435,NRB
5.086,0,27.8,1,2.579,0.918,9.771,0,0.979,1.15,0,0,0,1.154,0,0,0,0,2.074,-0.212,0,0,1.372,NRB
5.216,0,43.1,3,4.111,1.022,11.075,9,0.99,1.118,0,0,0,1.279,3,0,0,0,2.611,0,0,12.402,5.665,NRB
3.732,0,28.6,0,4.115,1.585,8.16,0,0.991,1.126,0,0,0,1.394,0,1,0,0,1.802,-0.193,1,0,2.488,NRB
4.303,0,27.3,0,4.193,1.459,8.815,0,1.029,1.117,0,0,0,1.434,0,1,1,0,1.932,-0.208,0,0,1.745,NRB
5.096,1,42.9,2,3.814,1.124,10.278,4,1.107,1.113,0,1,0,1.321,1,0,1,0,2.358,0.005,0,20.695,1.482,NRB
5.294,1,42.9,2,4.083,1.044,10.589,4,1.153,1.105,0,1,0,1.338,1,0,1,0,2.447,0.001,0,21.069,1.398,NRB
4.77,1,42.9,2,3.445,1.185,9.882,4,1.061,1.121,0,1,0,1.273,1,0,1,0,2.236,0.015,0,20.149,1.74,NRB
4.796,1,42.9,2,3.445,1.185,9.882,4,1.061,1.121,0,1,0,1.273,1,0,1,0,2.243,0.015,0,20.2,1.686,NRB
4.842,2,37.5,4,3.513,1.258,10.136,8,1.087,1.141,0,2,0,1.204,1,0,0,0,2.278,0.005,0,40.471,2.113,NRB
4.796,1,40,3,3.299,1.185,9.882,6,1.057,1.13,0,1,0,1.212,1,0,0,0,2.243,0.015,0,20.095,1.686,RB
5.182,0,26.1,3,3.01,1.837,9.966,4,1.007,1.154,0,0,0,1.096,0,0,0,0,2.175,0.045,0,0,2.244,NRB
3.879,0,26.1,3,2.995,2.281,8.743,4,1.007,1.154,0,0,0,1.083,0,0,0,0,1.902,0.045,0,0,3.685,NRB
4.303,0,26.7,1,2.639,1.459,8.815,2,0.998,1.158,0,0,0,1.131,0,0,0,0,1.932,-0.233,0,0,1.745,NRB
3.618,0,38.5,0,2.46,0,8.412,0,0.964,1.128,0,0,0,1.304,1,0,0,0,2,-0.19,0,0,0.579,RB
4.616,1,38.1,1,3.191,1.461,9.69,2,0.993,1.133,0,0,0,1.23,1,0,0,0,2.203,0.014,0,0,2.063,NRB
4.596,1,40,1,3.011,0.875,9.54,2,1.005,1.13,0,0,0,1.239,1,0,0,0,2.175,0.046,0,0,1.069,NRB
4.749,2,43.8,2,3.74,0.967,10.386,4,0.998,1.119,0,0,0,1.253,2,0,0,1,2.288,0,0,0,3.453,NRB
4.732,1,40,1,3.011,0.875,9.579,2,1.005,1.13,0,0,0,1.234,1,0,0,0,2.194,0.046,0,0,0.854,NRB
5.012,4,41.2,2,3.799,1.066,10.634,4,1.001,1.127,0,0,0,1.239,2,0,0,0,2.382,0,0,0,2.695,NRB
4.641,0,40,2,3.203,1.261,9.714,4,1.004,1.125,0,0,0,1.221,1,0,0,0,2.214,0.014,0,0,1.783,RB
4.97,1,39.1,0,3.181,0.861,10.06,0,0.974,1.13,0,0,0,1.286,1,0,0,0,2.307,0.013,0,0,0.962,NRB
4.807,2,40,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.287,1,0,0,0,2.246,-0.024,0,0,1.06,NRB
4.642,0,41.2,2,3.118,1.187,9.631,4,1.011,1.122,0,0,0,1.217,1,0,0,0,2.2,-0.026,0,0,1.487,RB
4.807,1,40,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.286,1,0,0,0,2.246,-0.024,0,0,1.06,NRB
4.702,2,39.1,2,3.394,1.695,9.965,3,1.008,1.13,0,0,0,1.232,1,0,0,0,2.233,0.004,0,10.759,2.642,RB
5.041,2,46.2,2,3.65,1.429,10.352,6,1.007,1.115,0,0,0,1.265,3,0,0,0,2.378,0,0,11.092,2.496,RB
4.821,1,40,2,3.324,1.455,9.928,3,1.015,1.129,0,0,0,1.232,1,0,0,0,2.249,-0.008,0,10.543,2.209,RB
4.679,0,40,2,3.203,1.261,9.715,4,1.004,1.125,0,0,0,1.213,1,0,0,0,2.222,0.014,0,0,1.695,RB
4.813,0,42.1,3,3.335,1.273,9.947,6,1.027,1.12,0,0,0,1.204,1,0,0,0,2.259,-0.008,0,10.414,1.86,RB
4.782,0,42.1,3,3.335,1.273,9.947,6,1.027,1.12,0,0,0,1.206,1,0,0,0,2.251,-0.008,0,10.36,1.951,RB
5.06,4,35,3,3.45,1.258,10.174,6,1.042,1.144,0,1,0,1.197,1,0,0,0,2.338,0.005,0,20.806,1.539,NRB
4.807,2,41.2,0,3.286,0.881,9.833,0,0.998,1.124,0,0,0,1.31,1,0,1,0,2.246,-0.025,0,0,1.06,NRB
4.807,1,41.2,0,3.286,0.881,9.833,0,0.998,1.124,0,0,0,1.31,1,0,1,0,2.246,-0.025,0,0,1.06,NRB
4.97,1,40,0,3.364,0.861,10.06,0,0.992,1.126,0,0,0,1.306,1,0,1,0,2.307,0.013,0,0,0.962,NRB
3,0,22.2,0,2.323,0.918,6.594,0,0.97,1.13,0,0,0,1.359,0,0,0,0,1.414,0.716,0,0,1.333,NRB
4.17,0,27.3,2,2.512,0.971,8.597,2,1.028,1.151,0,0,0,1.068,0,0,0,0,1.848,0.413,0,9.368,1.542,RB
4.17,0,22.2,2,2.786,0.971,8.597,0,1.055,1.13,0,0,0,1.19,0,0,0,0,1.848,0.431,0,9.292,1.542,RB
4.982,0,38.1,3,3.314,0.762,10.226,8,1.019,1.129,0,0,0,1.18,3,0,0,0,2.424,0.004,0,21.952,1.027,NRB
4.724,0,33.8,3,4.003,3.711,10.425,6,0.979,1.137,0,0,0,1.202,1,0,0,0,2.31,0,0,22.326,9.474,NRB
4.732,0,28.6,3,3.051,0.881,9.803,3,1.014,1.149,0,0,0,1.129,1,0,0,0,2.236,-0.026,0,0,0.95,NRB
5.046,3,47.6,1,3.85,0.648,10.6,2,1.021,1.089,0,0,0,1.38,6,0,0,0,2.457,0,0,11.192,1.61,NRB
5.104,4,37.9,0,3.795,1.506,10.63,0,0.988,1.115,0,0,0,1.363,3,0,0,0,2.385,0,0,0,3.179,NRB
5.188,2,37.5,2,4.04,1.274,10.841,6,1.051,1.114,0,0,0,1.302,3,0,0,0,2.497,0,0,23.805,2.276,NRB
5.236,0,25,3,3.81,0.799,10.434,6,1.188,1.163,0,0,0,1.189,1,0,0,0,2.414,0.005,0,32.257,0.873,NRB
5.054,1,50,2,3.529,0.7,10.291,6,1.02,1.108,0,0,0,1.278,2,0,0,0,2.392,0.001,0,22.407,2.034,NRB
3.618,0,26.7,1,2.386,1.522,7.853,0,0.983,1.152,0,0,0,1.109,0,0,0,0,1.732,0.358,0,0,2.094,NRB
4.303,0,25,1,3.122,1.459,8.815,0,1.042,1.147,0,0,0,1.168,0,0,1,0,1.932,-0.235,0,0,1.745,RB
5.04,0,40,0,3.326,1.258,10.159,0,0.965,1.125,0,0,0,1.284,1,0,0,0,2.323,0.004,0,0,1.711,NRB
4.732,0,44.4,0,2.97,0.875,9.579,0,0.968,1.115,0,0,0,1.323,1,0,0,0,2.194,0.041,0,0,0.854,RB
4.796,0,41.7,0,3.164,1.185,9.882,0,0.966,1.121,0,0,0,1.297,1,0,0,0,2.243,0.012,0,0,1.686,NRB
4.842,0,40,0,3.326,1.258,10.136,0,0.965,1.125,0,0,0,1.287,1,0,0,0,2.278,0.004,0,0,2.113,NRB
5.335,0,42.2,0,3.806,1.169,10.83,0,0.966,1.12,0,0,0,1.312,3,0,0,0,2.499,0,0,0,1.32,NRB
5.234,0,44.4,0,3.655,1.125,10.598,0,0.968,1.115,0,0,0,1.322,3,0,0,0,2.448,0,0,0,1.432,NRB
